Thu Jul 03 14:47:38 2014    6modules_transform.stats

         2914781 function calls (2562177 primitive calls) in 5.836 CPU seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.004    0.000 c:\Python26\lib\xml\sax\expatreader.py:100(parse)
      530    0.001    0.000    0.004    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:686(visit_str)
      228    0.004    0.000    0.004    0.000 {sorted}
       12    0.000    0.000    0.004    0.000 c:\Python26\lib\xml\sax\xmlreader.py:115(parse)
    44083    0.004    0.000    0.004    0.000 {len}
     7664    0.004    0.000    0.004    0.000 {method 'index' of 'list' objects}
        8    0.000    0.000    0.004    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:635(visit_listcomp)
       56    0.000    0.000    0.004    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:794(visit_unaryop)
       48    0.000    0.000    0.004    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\raw_building.py:62(attach_const_node)
     4202    0.004    0.000    0.004    0.000 {method 'join' of 'str' objects}
     9147    0.004    0.000    0.004    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\node_classes.py:453(__init__)
  621/491    0.001    0.000    0.003    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\as_string.py:277(visit_getattr)
     7597    0.003    0.000    0.003    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\bases.py:42(__init__)
        8    0.000    0.000    0.003    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:366(visit_comprehension)
  1069/33    0.002    0.000    0.003    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\node_classes.py:915(const_factory)
       24    0.000    0.000    0.003    0.000 c:\Python26\lib\xml\sax\expatreader.py:196(feed)
       40    0.003    0.000    0.003    0.000 {open}
       24    0.001    0.000    0.003    0.000 {built-in method Parse}
      862    0.003    0.000    0.003    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\node_classes.py:402(__init__)
    15238    0.003    0.000    0.003    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\bases.py:565(_infer_name)
    15156    0.003    0.000    0.003    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\bases.py:53(infer)
       33    0.001    0.000    0.003    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\node_classes.py:505(__init__)
  148/143    0.001    0.000    0.003    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\as_string.py:133(visit_callfunc)
       26    0.000    0.000    0.003    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:263(visit_augassign)
      209    0.000    0.000    0.002    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\raw_building.py:160(object_build_methoddescriptor)
      513    0.002    0.000    0.002    0.000 e:\Develop\desarrollo\python\other\pylint-playero-plugin\funcs.py:156(getModName)
     9049    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
   280/10    0.000    0.000    0.002    0.000 c:\Python26\lib\ast.py:227(visit)
       52    0.002    0.000    0.002    0.000 {method 'read' of 'file' objects}
       10    0.000    0.000    0.002    0.000 e:\Develop\desarrollo\python\other\pylint-playero-plugin\pyparse.py:33(visit_Module)
   134/10    0.000    0.000    0.002    0.000 e:\Develop\desarrollo\python\other\pylint-playero-plugin\pyparse.py:29(generic_visit)
   134/10    0.001    0.000    0.002    0.000 c:\Python26\lib\ast.py:233(generic_visit)
       12    0.000    0.000    0.002    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\builder.py:74(open_source_file)
      187    0.001    0.000    0.002    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:674(visit_num)
    11885    0.002    0.000    0.002    0.000 {method 'items' of 'dict' objects}
       37    0.001    0.000    0.002    0.000 c:\Python26\lib\site-packages\logilab_common-0.61.0-py2.6.egg\logilab\common\modutils.py:569(_search_zip)
        2    0.000    0.000    0.002    0.001 e:\Develop\desarrollo\python\other\pylint-playero-plugin\funcs.py:92(getRecordInheritance)
     7622    0.002    0.000    0.002    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\bases.py:582(has_base)
      213    0.000    0.000    0.002    0.000 ..\Modules\pyexpat.c:604(StartElement)
        4    0.000    0.000    0.002    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:813(visit_with)
       12    0.000    0.000    0.002    0.000 c:\Python26\lib\site-packages\logilab_common-0.61.0-py2.6.egg\logilab\common\modutils.py:432(get_source_file)
      316    0.001    0.000    0.002    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\builder.py:88(__init__)
  897/896    0.000    0.000    0.002    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:318(<genexpr>)
      213    0.000    0.000    0.002    0.000 c:\Python26\lib\xml\sax\expatreader.py:300(start_element)
      316    0.001    0.000    0.001    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\brain\py2stdlib.py:21(transform)
     1017    0.001    0.000    0.001    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\builder.py:186(sort_locals)
     7602    0.001    0.000    0.001    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\mixins.py:62(ass_type)
     8670    0.001    0.000    0.001    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\scoped_nodes.py:120(scope)
       19    0.000    0.000    0.001    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:703(visit_raise)
      319    0.001    0.000    0.001    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\scoped_nodes.py:761(__init__)
     5519    0.001    0.000    0.001    0.000 e:\Develop\desarrollo\python\other\pylint-playero-plugin\funcs.py:148(<genexpr>)
      213    0.001    0.000    0.001    0.000 e:\Develop\desarrollo\python\other\pylint-playero-plugin\parse.py:32(startElement)
     3573    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
      209    0.001    0.000    0.001    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\raw_building.py:94(build_function)
      316    0.001    0.000    0.001    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\scoped_nodes.py:248(__init__)
     4471    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      313    0.001    0.000    0.001    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:137(__init__)
      334    0.000    0.000    0.001    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\scoped_nodes.py:163(add_local_node)
